iter	kernel	tflops	decision	bottleneck	idea_summary
iter011	iter011_scales	9.65	KEEP	uncoalesced_scale_a_reads_4of32_bytes	(KEEP) Transpose rep_a_scales layout from [SORTED_ROUTES, K_BLOCKS] to [K_BLOCKS, SORTED_ROUTES]: consecutive tokens' scales now contiguous in memory for coalesced WGMMA reads. Serving 9.65 vs 9.53 (+1.3%), E2E 9.37 vs 9.27 (+1.1%)
iter012a	iter012a_preload	9.54	DISCARD	wgmma_register_pressure_161regs	(DISCARD) Preload scale_a per-K-iteration into shared memory: sync.shared overhead + extra shared memory store/load cycle in K-loop negated any register pressure benefit. Serving 9.54 vs 9.65 (-1.1%)
iter012	iter012_sync	9.67	KEEP	quant_sort_excessive_sync_shared	(KEEP) Remove 23 redundant sync.shared calls in quant_sort_gather: K-loop writes to non-overlapping sq positions (15 syncs removed), scatter loop writes to non-overlapping route_slots positions (8 syncs removed). Serving 9.67 vs 9.65 (+0.2%), E2E 9.39 vs 9.37 (+0.2%)
iter013	iter013_prefix	9.75	KEEP	hosttodevice_memcpy_expert_write_offsets	(KEEP) Replace H→D memcpy for expert_write_offsets with D→D copy: offsets_h[i]==write_offsets_h[i] so copy from already-uploaded expert_offsets_d. Saves ~2us host-device transfer. Serving 9.75 vs 9.67 (+0.8%), E2E 9.45 vs 9.39 (+0.6%)
iter014	iter014_scatter	9.78	KEEP	shared_mem_9way_bank_conflicts_on_mma_store	(KEEP) Eliminate output shared memory round-trip: scatter WGMMA accumulator directly from registers to global memory via atomicAdd, skipping mma.store→output_s→read→scatter path. Removes 9.1-way bank conflicts on shared stores and f32→bf16→f32 precision loss. Serving 9.78 vs 9.75 (+0.3%), E2E 9.48 vs 9.45 (+0.3%)
iter015	iter015_math	9.83	KEEP	no_fast_math_flag	(KEEP) Enable --use_fast_math nvcc flag: faster expf/divf in routing softmax, FTZ mode avoids slow denormalized float paths, reduced instruction count. Serving 9.83 vs 9.78 (+0.5%), E2E 9.60 vs 9.48 (+1.3%)
iter016	iter016_nocheck	10.07	KEEP	wgmma_pipeline_serialized_by_runtime_assert_function_boundary	(KEEP) Add --disable-runtime-check Choreo flag: removes choreo_assert() calls that created function call boundaries serializing WGMMA pipeline (ptxas C7510 warning eliminated). Serving 10.07 vs 9.83 (+2.4%), E2E 9.84 vs 9.60 (+2.5%)
iter017	iter017_v2	10.27	KEEP	host_device_sync_for_prefix_sum_expert_offsets	(KEEP) Replace D2H+CPU prefix sum+H2D+D2D with GPU-side fused_moe_build_layout kernel using shared memory: eliminates host-device synchronization for expert offsets computation. Serving 10.27 vs 10.07 (+2.0%), E2E 10.01 vs 9.84 (+1.7%)
iter018	iter018_prefix	10.52	KEEP	separate_count_experts_and_build_layout_kernels	(KEEP) Fuse count_experts + build_layout into single fused_moe_count_and_build kernel using shared memory atomics: eliminates one kernel launch + cudaDeviceSynchronize + cudaMemset for expert counts. Serving 10.52 vs 10.27 (+2.4%), E2E 9.91 vs 10.01 (-1.0%, minor regression from binary size)
iter019	iter019_hoist	10.61	KEEP	loop_invariant_offset_scale_not_hoisted	(KEEP) Enable --hoist-offset --hoist-scale Choreo flags: hoists loop-invariant offset/address and scale calculations out of inner loops in WGMMA kernel. Serving 10.61 vs 10.52 (+0.9%), E2E 10.02 vs 9.91 (+1.1%)
iter021	iter021_nosync	10.78	KEEP	cudaDeviceSynchronize_host_gpu_pipeline_stall	(KEEP) Remove cudaDeviceSynchronize from launch paths + use cudaMemsetAsync: eliminates host-device sync between timing iterations, allowing host to pipeline kernel launches while GPU executes. Serving 10.78 vs 10.61 (+1.6%), E2E 10.15 vs 10.02 (+1.3%)
iter022	iter022_qsg256	10.85	KEEP	qsg_8_sync_shared_in_scatter_loop	(KEEP) Batch QSG slot assignments: move all 8 expert slot atomicAdd assignments into single inthreads block with 1 sync.shared, then do all 8 route copies without intermediate syncs. Reduces 8 sync.shared to 1. Serving 10.85 vs 10.78 (+0.6%), E2E 10.24 vs 10.15 (+0.9%)
iter023	iter023_nowrapsync	11.36	KEEP	cudaDeviceSynchronize_in_wrapper_functions_blocks_host_pipelining	(KEEP) Remove cudaDeviceSynchronize from 8 compiler-generated kernel wrapper functions via post-processing: since all kernels use default stream which serializes GPU execution, the host-blocking syncs between kernel launches are redundant. Eliminating them lets the CPU pipeline kernel submissions while GPU executes. Serving 11.36 vs 10.85 (+4.7%), E2E 10.93 vs 10.24 (+6.7%)
iter024	iter024_cudagraph	11.61	KEEP	kernel_launch_overhead_3_kernels_per_serving_path	(KEEP) CUDA Graph capture for serving path: capture 3-kernel sequence (count_and_build + quant_sort_gather + grouped_wgmma_fp8) as a graph, replay with cudaGraphLaunch eliminating per-kernel CPU launch overhead and TMA tensor map recreation. Requires --default-stream per-thread flag. Serving 11.61 vs 11.36 (+2.2%), E2E 10.93 (flat, not graphed)
iter025	iter025_e2egraph	11.61	KEEP	kernel_launch_overhead_5_kernels_in_e2e_path	(KEEP) CUDA Graph capture for E2E path: capture 5-kernel E2E sequence (route + build_layout + QSG + WGMMA + memsets) as graph, replay with cudaGraphLaunch. Serving 11.61 (unchanged), E2E 11.23 vs 10.93 (+2.7%)
iter026	iter026_loads	11.67	KEEP	wgmma_serialized_cp_async_tma_loads	(KEEP) Reorder K-loop loads: issue TMA for sB before cp.async for sA so both overlap in memory pipeline. Reduces load latency per K-iter. Serving 11.67 vs 11.61 (+0.6%), E2E 11.30 vs 11.23 (+0.7%)
iter027	iter027_reorder	11.68	KEEP	wgmma_smem_waste_output_s_unused	(KEEP) Remove unused output_s shared buffer (16KB) + integrate load overlap at .co level (TMA before DMA). Smem reduced from 42KB to 26KB. Serving 11.68 (flat), E2E 11.30 (flat) - clean-up iteration, occupancy still register-limited
iter028	iter028_regcap128	11.17	DISCARD	long_scoreboard_56pct_occupancy_18pct	(DISCARD) Force --maxrregcount=128 to increase occupancy 3→4 CTAs/SM. Register spilling outweighs occupancy gain. Serving 11.17 (-4.4%), E2E 10.81 (-4.3%)
iter029	iter029_kunroll2	11.68	DISCARD	long_scoreboard_56pct_barrier_25pct	(DISCARD) K-loop #pragma unroll 2 for compiler-assisted pipelining. ptxas sees 2 iterations (extra warpgroup.wait injected) but explicit barriers prevent cross-iter overlap. Serving 11.68 (flat), E2E 11.30 (flat)
iter030	iter030_hoistscale	11.68	DISCARD	long_scoreboard_56pct_barrier_25pct	(DISCARD) Choreo --hoist-offset --hoist-scale flags to move address offset and scale factor calculations outside K-loop. Serving 11.68 (flat), E2E 11.28 (flat). Address calculations already negligible vs memory/compute stalls.
iter031	iter031_opt	11.7	DISCARD	long_scoreboard_56pct_barrier_25pct	(DISCARD) ptxas --opt-level=4 and -dlcm=cg tested separately. opt-level=4 alone flat (11.70). With -dlcm=cg slight regression (11.63). ptxas already scheduling well; bypass-L1 hurts because kernel needs L1 for scale reads.
iter032	iter032_doublebuf	10.89	DISCARD	regpressure_186_2ctas	(DISCARD) K-loop double-buffering (ping-pong sA/sB shared memory). Register pressure 168→186, dropping 3→2 CTAs/SM. Even with --maxrregcount=168 (0 spills): 10.89 (-6.8%) serving, 10.58 (-6.4%) E2E. Memory-bound kernel gains minimal overlap but pays high overhead.
iter033	iter033_sA	11.62	DISCARD	long_scoreboard_barrier	(DISCARD) Convert sA from cp.async (dma.copy.swiz) to TMA to eliminate 258K smem bank conflicts. Serving 11.62 (flat/-0.5%). TMA vs cp.async is a wash for 8KB tile: TMA eliminates bank conflicts but cp.async distributes load across all threads. Also tested Choreo -vec --stmatrix and -fopt-dma flags: all flat.
iter034	iter034_scatter	11.74	KEEP	qsg_scatter_128_1byte_store_instructions	(KEEP) Vectorize QSG scatter copy: replace 16-iteration byte-by-byte K-block loop with single uint4 (16-byte) store per thread. 128 threads × 16 bytes = 2048 bytes = K. Reduces 128 store instructions per thread to 8 (one per topk selection). Serving 11.74 vs 11.65 (+0.77%), E2E 11.36 vs 11.26 (+0.89%)
iter035	iter035_nosync	11.74	DISCARD	redundant_syncthreads_qsg	(DISCARD) Remove 17 redundant __syncthreads in QSG (16 in quant loop + 1 after slot assignment) by removing sync.shared after inthreads blocks. Serving 11.74 (flat), within noise of iter034.
iter036	iter036_flags	11.65	DISCARD	choreo_flags_ptxbar_branchnorm_loopnorm	(DISCARD) Choreo flags --ptx-barrier --branch-norm --loop-norm on iter034.co. ptxas C7510 warning: WGMMA serialization from pipeline crossing function boundary. Serving 11.65 (-0.77%), E2E 11.28 (-0.70%). Flags interfere with WGMMA pipelining.
iter037	iter037_batchquant	11.87	KEEP	qsg_48syncs_3phase_batched_quantization	(KEEP) Batch QSG quantization loop: save 16 BF16 input values in registers, compute all 16 K-block warp maxes without intermediate syncs, then compute all scales, then quantize all from registers. Reduces sync count from 48 to 7, enables instruction pipelining across K-blocks. Serving 11.87 vs 11.74 (+1.1%), E2E 11.47 vs 11.36 (+0.97%)
iter038	iter038_fusecount	11.14	DISCARD	fuse_count_build_into_qsg_atomic_gridsync	(DISCARD) Fuse count_and_build into QSG using grid-level atomic spin-wait: each block atomicAdds expert counts, last block does prefix sum, broadcasts via atomicExch, all blocks spin-wait. Serving 11.14 vs 11.87 (-6.2%), E2E 11.57. Grid-level sync spin-wait overhead far exceeds eliminated kernel launch cost.
iter039	iter039_sortedwt	11.89	DISCARD	presort_topk_weights_in_qsg_coalesced_wgmma_scatter	(DISCARD) Presort topk_weights during QSG scatter phase into sorted_topk_weights[slot], use coalesced load in WGMMA scatter epilogue instead of random-access topk_weights[route_id]. Also add __ldg for sorted_route_ids read. Serving 11.89 (flat vs 11.87), E2E 11.49. Weight lookup is single float per row, negligible vs matrix data.
iter040	iter040_restrict	11.93	KEEP	restrict_qualifiers_all_kernel_pointers	(KEEP) Add __restrict__ qualifier to all kernel pointer parameters via post-processing. Eliminates redundant load checks by guaranteeing no pointer aliasing. Serving 11.93 vs 11.90 (+0.21%, 500-rep avg), E2E 11.53. Consistent across all runs but marginal.
iter041	iter041_multi	11.91	DISCARD	wgmma_pipeline_serialization_l1tex_stalls_61pct	(DISCARD) Tried 6 sub-approaches: (a) K-loop commit/wait 11.92 (-0.58%), (b) force-inline copy_if_g2s 11.94 (-0.37%), (c) L2 persist sA 11.90 (-0.68%), (d) __launch_bounds__(128,3) 11.90 (-0.75%), (e) red.relaxed.gpu.global.add.f32 scatter 11.94 (flat), (f) swizzle-64 crashed. All flat/worse. Kernel at 77.8% DRAM throughput ceiling, 18.75% occupancy (168 regs), 61.5% L1TEX stalls. Micro-optimizations exhausted.
iter042	iter042_overlap	12.04	DISCARD	tma_dma_overlap_scaleprefetch_fastmath	(DISCARD) Tried 4 sub-approaches: (a) __launch_bounds__(128,4) catastrophic -55% from reg spilling, (b) -Xptxas --allow-expensive-optimizations flat, (c) K-loop scale prefetch flat, (d) TMA/DMA overlap via copy_if_g2s_async flat. A/B test 3x500-rep: baseline 12.05 vs overlap 12.04 serving TFLOPS. At 80% DRAM utilization, overlapping memory ops doesn't help - bottleneck is total bandwidth not serialization.
iter043	iter043_multi	11.91	DISCARD	memory_bound_77pct_dram_62pct_long_scoreboard	(DISCARD) Tried 7 sub-approaches: (a) WGMMA unroll 11.92 (-1.3%), (b) WGMMA inline 11.90 (-1.1%), (c) tile-K 256 crashed (TMA box limit), (d) double-buffering abandoned (iter032 showed -6.8%), (e) --mem-reuse 11.91 (flat), (f) -sfv 11.94 (flat), (g) --use-prepack-v2 11.91 (flat). All Choreo compiler flags exhausted. Kernel at 77% DRAM throughput ceiling.
iter044	iter044_rescale	12.24	KEEP	memory_bound_77pct_dram_62pct_long_scoreboard_168regs_3ctas	(KEEP) Rescale-accumulator pattern: eliminate mc_scale_frag dual accumulator (64 floats) by using in-place rescale (mc /= sa*sb before WGMMA, mc *= sa*sb after). Register count 168→96, occupancy 3→5 CTAs/SM (18.75%→31.25%). 5x500-rep A/B: 12.24 vs 11.92 (+2.67%), E2E 11.82 vs 11.50
iter045	iter045_fusedrescale	12.28	KEEP	memory_bound_80pct_dram_long_scoreboard_96regs_5ctas	(KEEP) Fused rescale: combine inverse-rescale(k) and scale(k) into single pass after WGMMA. For k<15: mc *= (sa_k*sb_k)/(sa_{k+1}*sb_{k+1}). For k=15: mc *= sa*sb. Eliminates one 64-element accumulator pass per K-iter from critical path, TMA starts earlier. Serving 12.28 vs 12.22 (+0.51%), E2E 11.85
iter046	iter046_overlap	12.45	KEEP	memory_bound_82pct_dram_tma_dma_serialized	(KEEP) TMA/DMA overlap: move TMA barrier.wait() to after DMA cp.async copy so TMA engine and LSU pipeline run in parallel. Combined with fused rescale from iter045. Serving 12.45 vs 12.31 (+1.14%), E2E 12.03
iter047	iter047_persistent	12.42	DISCARD	persistent_kernel_work_stealing_570ctas	(DISCARD) Persistent kernel with work-stealing to eliminate 50% tail wave. 570 CTAs (5/SM × 114 SMs) with global atomic counter. Serving 12.42 vs 12.45 (-0.24%), E2E 12.01. Atomic counter + __syncthreads per work item overhead outweighs tail wave savings (~1.8 items/CTA).
iter048	iter048_scaleprefetch	12.45	DISCARD	long_scoreboard_18cycles_85pct_dram	(DISCARD) Move __ldg scale reads before WGMMA to overlap load latency with compute. Serving 12.45 (flat vs 12.45 iter046). Compiler already schedules __ldg reads effectively; no additional benefit from explicit prefetch.
iter049	iter049_a	12.34	DISCARD	long_scoreboard_85pct_dram_tma_dma_parallel	(DISCARD) Replace DMA (cp.async) with TMA for A matrix, both A+B share one TMA barrier (24576 bytes). Serving 12.34 vs 12.45 (-0.88%). Regression because TMA-for-both serializes loads through same TMA engine, while DMA+TMA uses two separate hardware datapaths (LSU + TMA) in parallel.
iter050	iter050_cachelevel	12.54	DISCARD	long_scoreboard_85pct_dram	(DISCARD) -Xptxas -dlcm=ca to force L1 caching of global loads. Serving 12.54 (flat vs 12.50 iter046). ca is already the default cache mode; no change in behavior.
iter051	iter051_gridswap	12.75	KEEP	dram_bound_84pct_l2_locality_suboptimal	(KEEP) Swap WGMMA grid from (256,4) to (4,256): groups 4 N-tile CTAs of same expert adjacently in block schedule, improving L2 temporal locality for shared sA (lhs) data. 3x500-rep A/B: baseline 12.50 vs gridswap 12.75 serving TFLOPS (+2.0%), E2E 12.29.
iter052	iter052_l2persist	12.96	KEEP	dram_bound_84pct_l2_sA_misses	(KEEP) Pin lhs (rep_a_q_d, 2MB) in L2 via cudaAccessPolicyWindow with hitProp=Persisting before CUDA Graph capture. Combined with iter051 grid swap, ensures sA cp.async loads always hit L2. 3x500-rep A/B: gridswap 12.75 vs +persist 12.96 serving TFLOPS (+1.6%), E2E 12.29.
iter053	iter053_scalecache	12.97	DISCARD	dram_bound_84pct_scale_ldg_cached	(DISCARD) Cache scale_a/scale_b reads across K-loop iterations: preload k=0 scales before loop, reuse k+1 reads as next iteration's k values. Eliminates ~45% of __ldg scale reads. 3x500-rep A/B: iter052 12.95 vs scalecache 12.97 serving TFLOPS (+0.15%, flat). Scale reads are too few (<3KB/iter) to be a bottleneck; compiler already hides latency.
iter054	iter054_tmaprefill	12.59	DISCARD	smem_40kb_l1_regression	(DISCARD) Double-buffer sB only (24KB→40KB SMEM) with TMA pre-issue after WGMMA to overlap TMA with rescale. No WGMMA serialization warning (single PTX instruction). But 3x500-rep A/B: 12.95 vs 12.59 serving TFLOPS (-2.9%). Regression from L1 cache pressure: 5CTAs×40KB=200KB SMEM leaves only 28KB L1 (vs 108KB at 24KB/CTA), devastating L1 hit rate for cp.async DMA reads. Also tried: (a) full double-buffer (both sA+sB, 48KB) caused ptxas WGMMA pipeline serialization from CUTE function calls; (b) TMA L2 promotion (flat, sB unique per CTA); (c) launch_bounds(128,6) requires <80 regs but WGMMA needs 90+.
iter055	iter055_branchnorm	12.98	DISCARD	kloop_branch_elimination	(DISCARD) K-loop branch normalization: extract K-loop body into always_inline lambda with bool __is_last parameter, split loop into 0..14 (is_last=false) + explicit k=15 (is_last=true). Eliminates branch inside main loop body. 3x500-rep A/B: iter052 12.95 vs branchnorm 12.98 serving TFLOPS (+0.17%, flat). Compiler already handles the branch well; branch misprediction cost negligible vs memory latency.
iter056	iter056_inlinekloop	12.93	DISCARD	kloop_cleanup_instruction_overhead	(DISCARD) K-loop cleanup: hoist loop-invariant rhs_expert_n_offset and lhs_m_base, remove future wrapper objects, add pragma unroll to inner WGMMA loop, remove dead code. 3x100-rep A/B: 12.93 vs 12.93 serving TFLOPS (flat). Also tried: (a) SMEM coalesced epilogue 12.68 (-2.0%), (b) L2 persist 16MB 12.96 (+0.12%). All sub-attempts discarded.
iter057	iter057_wgmma64	12.41	DISCARD	wgmma_tile_occupancy	(DISCARD) WGMMA 64x64x32: halve N-tile to 64, reduce mc[] 64->32 regs (96->64 total), sB 16KB->8KB, 8 CTAs/SM. Grid 2048 CTAs (2.25 waves). 3x200-rep: 12.41 vs 12.93 serving TFLOPS (-4.0%). Doubled CTA count and 2.25 waves (vs 1.80) increases overhead. Also tried: launch_bounds(128,4) allowing 128 regs (4 CTAs/SM), 12.65 vs 12.93 (-2.2%). 5 CTAs/SM at 96 regs is the sweet spot.
iter058	iter058_ptxwait	12.96	DISCARD	long_scoreboard_cs2r_timer_stalls	(DISCARD) Replace cuda::barrier::wait() with inline PTX mbarrier.try_wait.parity spin-wait to eliminate CS2R SR_GLOBALTIMERLO stalls (~8% of long_sb). 3x500-rep A/B: baseline 12.955 vs ptxwait 12.964 serving TFLOPS (+0.07%, flat). Timer reads were not on critical path; barrier wait time dominated by actual TMA latency, not backoff overhead.
iter059	iter059_redadd	12.95	DISCARD	atomg_stall_epilogue	(DISCARD) Replace atomicAdd (ATOMG.ADD with unused return value) with fire-and-forget RED.relaxed.gpu.global.add.f32 via inline PTX in epilogue scatter. SASS confirmed REDG.E.ADD replaces ATOMG. 3x500-rep A/B: baseline 12.955 vs red 12.949 serving TFLOPS (-0.05%, flat). Epilogue is not on critical path; kernel time is dominated by K-loop memory loads.
iter060	iter060_baropt	12.93	DISCARD	barrier_overhead_127_arrive_wait	(DISCARD) Reduce TMA barrier count from 128 to 1: only leader thread arrives+waits, non-leaders skip barrier ops entirely, rely on __syncthreads(). Eliminates 127 barrier.arrive() + 127 barrier.wait() per K-iteration. 3x500-rep A/B: baseline 12.955 vs baropt 12.933 serving TFLOPS (-0.17%, flat). Barrier ops were already fast (shared memory atomics); savings negligible vs DRAM latency.
iter061	iter061_epilogpre	12.94	DISCARD	epilogue_memory_latency	(DISCARD) Preload epilogue data (sorted_route_ids, topk_weights, output addresses) into registers before K-loop to hide memory latency behind 16 K-iterations of compute. 3x500-rep A/B: baseline 12.955 vs epilogpre 12.942 serving TFLOPS (-0.10%, flat). Epilogue load latency (~500ns) is negligible vs 156us kernel; K-loop already hides it. Still 96 regs, same occupancy.
iter062	iter062_kunroll	12.97	DISCARD	kloop_ilp_instruction_latency	(DISCARD) K-loop #pragma unroll 2: partially unroll K-loop body to allow compiler to interleave instructions from 2 consecutive K-iterations. Confirmed 2 warpgroup.wait injections (vs 1 baseline). 3x500-rep A/B: baseline 12.955 vs kunroll 12.974 serving TFLOPS (+0.15%, flat/noise). DRAM-bound kernel; ILP improvement negligible vs memory latency.
iter063	iter063_combo	12.93	DISCARD	micro_opts_exhausted_combo	(DISCARD) Combine RED.ADD epilogue + K-loop #pragma unroll 2: test whether individually-flat micro-optimizations have cumulative effect. Still 96 regs, 5 CTAs/SM. 3x500-rep A/B on GPU1: baseline 12.894 vs combo 12.927 serving TFLOPS (+0.26%, flat/noise). Sub-linear combination confirms no hidden synergy.
iter064	iter064_tmapipe	12.93	DISCARD	tma_rescale_overlap	(DISCARD) Software-pipelined TMA: issue TMA for sB[k+1] after explicit warpgroup_commit+wait but before rescale, overlapping TMA latency with rescale computation. Verified correct (test passed). 3x500-rep A/B on GPU1: baseline 12.912 vs tmapipe 12.927 serving TFLOPS (+0.12%, flat). Rescale is ~16 cycles of FMULs, negligible vs TMA latency (~1000 cycles).
iter065	iter065_qsgopt	13.14	KEEP	qsg_serial_loads_serial_max_reduction	(KEEP) Optimize QSG kernel: (1) pipeline 16 DRAM loads by separating load phase from reduction phase, enabling memory-level parallelism across K-blocks; (2) parallelize cross-warp max reduction from 1 thread to 16 threads (one per K-block); (3) use branchless fmaxf+__ldg instead of branchy if-else+raw loads; (4) remove redundant __syncthreads. 3x500-rep A/B on GPU1: baseline 12.886 vs qsgopt 13.139 serving TFLOPS (+1.97%).
iter066	iter066_qsgpar	13.29	KEEP	qsg_serial_slot_assignment	(KEEP) Parallelize QSG slot assignment: replace thread-0-only serial loop (8 iterations of atomicAdd+store) with 8-thread parallel assignment (threads 0..7 each handle one topk selection). Reduces slot assignment from ~800 cycles to ~100 cycles per block. 3x500-rep A/B on GPU1: iter065 13.126 vs qsgpar 13.289 serving TFLOPS (+1.24%).
iter067	iter067_parscan	13.34	KEEP	count_build_serial_prefix_sum	(KEEP) Parallel Hillis-Steele prefix scan in count_and_build: replace thread-0-only serial O(256) prefix sum with 256-thread parallel inclusive scan in O(log 256)=8 steps. Reduces scan from ~5120 to ~320 cycles. 3x500-rep A/B on GPU1: iter066 13.294 vs parscan 13.339 serving TFLOPS (+0.34%, marginal but consistent).
iter068	iter068_cabopt	13.42	KEEP	count_build_serial_topk_loads	(KEEP) Pipeline topk_ids loads in count_and_build: batch all 4 __ldg loads before atomicAdds to exploit memory-level parallelism and hide DRAM latency. 3x500-rep A/B on GPU1: iter067 13.329 vs cabopt 13.415 serving TFLOPS (+0.65%).
iter069	iter069_scaleovlp	13.47	KEEP	scale_load_tma_overlap	(KEEP) Overlap scale factor loads with in-flight TMA: move scale_a and scale_b DRAM loads from after TMA wait to between DMA completion and TMA barrier wait, hiding scale load latency behind TMA transfer. Same 96 regs, 5 CTAs/SM. 6x500-rep A/B on GPU1: iter068 13.411 vs scaleovlp 13.466 serving TFLOPS (+0.41%, consistent across all 6 runs).
iter070	iter070_asyncdma	13.47	DISCARD	async_dma_tma_scale_overlap	(DISCARD) Async DMA for lhs loads: replace synchronous copy_if_g2s with async variant (cp_async_fence without cp_async_wait), place scale factor loads between DMA issue and DMA wait to triple-overlap DMA+TMA+scale loads. Still 96 regs, 5 CTAs/SM. 3x500-rep A/B on GPU1: iter069 13.457 vs asyncdma 13.470 serving TFLOPS (+0.10%, flat/noise). DMA and scale loads already overlapped with TMA in iter069; making DMA explicitly async adds no additional overlap benefit.
iter071	iter071_tmadbl3	12.21	DISCARD	wgmma_dram_throughput_drop_tmadoublebuf	(DISCARD) TMA double-buffering for sB in WGMMA: alternating ping-pong TMA buffers with 2 barriers to overlap TMA(k+1) with WGMMA(k). Tried 3 placement variants (tmadbl/tmadbl2/tmadbl3). All regressed -9.3% (12.21 vs 13.47 TFLOPS). Control experiment (smempad, 40KB SMEM no double-buf) showed flat, proving regression is from double-buffer logic itself (extra barrier + sB pointer alternation). NCU showed DRAM throughput dropped 85%→77% despite same data volume. Root cause: additional barrier management and pointer indirection disrupt compiler SASS scheduling for WGMMA pipeline.
iter072	iter072_hoistdesc	13.46	DISCARD	wgmma_descriptor_computation_in_kloop	(DISCARD) Hoist 8 WGMMA SMEM descriptors + loop-invariant values out of K-loop, add #pragma unroll to inner WGMMA loop, fuse epilogue weight multiplication into k=15 rescale, hoist epilogue data preload. 3x500-rep A/B on GPU1: baseline 13.449 vs hoistdesc 13.464 serving TFLOPS (+0.11%, flat/noise). Compiler already performs LICM for descriptors; weight fusion saves only 64 MULs/thread (negligible).
iter073	iter073_nodiag	13.48	DISCARD	future_tmaatom_diagnosis_overhead	(DISCARD) Remove __CHOREO_DMA_DIAGNOSIS__ flag to eliminate future/TMAAtom diagnostic branch overhead in K-loop. 3x500-rep A/B on GPU1: baseline 13.471 vs nodiag 13.476 serving TFLOPS (+0.04%, flat/noise). Compiler at -O3 already eliminates unreachable diagnostic branches; removing the flag has no effect.
iter074	iter074_redrelax	13.43	DISCARD	epilogue_atomicadd_return_value_overhead	(DISCARD) Replace epilogue atomicAdd with PTX red.relaxed.gpu.global.add.f32 (fire-and-forget reduction, no return value). 3x500-rep A/B on GPU1: baseline 13.471 vs redrelax 13.435 serving TFLOPS (-0.27%, flat/noise). On Hopper, ATOMG and REDG have similar throughput; compiler already discards unused atomicAdd return value.
iter075	iter075_lbounds	13.38	DISCARD	wgmma_occupancy_5vs4_ctas	(DISCARD) __launch_bounds__(128,4) to trade occupancy (5→4 CTAs/SM) for better tail wave efficiency (77.6%→97%) and more registers (96→128). 3x500-rep A/B on GPU1: baseline 13.471 vs lbounds 13.380 serving TFLOPS (-0.68%). Reduced occupancy hurts DRAM throughput more than tail wave improvement helps on memory-bound kernel. 6 CTAs/SM impossible (WGMMA needs 90+ registers, min for 6=85).
